DocId,phase,occupation,occupation_code,level,level_code,year,step,year_source,month,end,profile,position,Institution,sublevel,category_final,sector_code,Code,category_main,category,city,province_country,area,area2,area_code
imh-11-339,POST-US,technical,O5,Mid-level,L3,1916,2,1914,NA,NA,technical,Electrical Engineer,Western Electric Company,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-356,POST-US,managerial,O3,Executive,L5,1916,1,1916,NA,NA,managerial,Managing Director,Hou Sung Cotton Spinning Company,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-356,POST-US,managerial,O3,Executive,L5,1917,2,1916,NA,NA,managerial,Managing Director,Teh Dah Cotton Spinning Company,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-363,POST-US,consulting-professional,O6,Mid-level,L3,1908,3,1908,NA,NA,other,English Editor,Commercial Press,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-381,POST-US,consulting-professional,O6,Mid-level,L3,1907,2,1907,NA,1909,other,Editor,Commercial Press,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-45,POST-US,technical,O5,Mid-level,L3,1916,2,1915,NA,NA,technical,Mechanical Engineer,Standard Oil Company,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-64,POST-US,managerial,O3,Senior,L4,1912,4,NA,NA,NA,managerial,Chief,Chung Hua Book Company,Editorial Department,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-78,POST-US,managerial,O3,Senior,L4,1916,2,1915,NA,NA,managerial,Superintendent of Construction,Standard Oil Company,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-92,POST-US,consulting-professional,O6,Mid-level,L3,1916,1,1916,NA,NA,other,Physician in Charge,Eden Dispensary,NA,enterprise,PRIV,COM,business,business: company,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-217,POST-US,technical,O5,Junior,L2,1916,2,1916,NA,NA,technical,Assistant Engineer,Chiu-Tung Antimony Mining Company,NA,enterprise,PRIV,COM,business,business: company,Chaozhou,Guangdong,Other,Jiangnan,S2
imh-11-143,POST-US,technical,O5,Mid-level,L3,1916,1,1916,NA,NA,technical,Engineer,Gerin Drevard and Company,NA,enterprise,PRIV,COM,business,business: company,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-364,POST-US,managerial,O3,Mid-level,L3,1914,1,1914,NA,NA,managerial,Manager,Chung Mei Drug Company,NA,enterprise,PRIV,COM,business,business: company,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-371,POST-US,managerial,O3,Junior,L2,1914,4,1914,NA,NA,managerial,Assistant Manager,Canton Electrical Company,NA,enterprise,PRIV,COM,business,business: company,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-394,POST-US,managerial,O3,Mid-level,L3,1913,1,1913,NA,1914,managerial,Manager,Commercial Press,Canton branch,enterprise,PRIV,COM,business,business: company,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-339,POST-US,technical,O5,Mid-level,L3,1917,3,1916,NA,NA,technical,Electrical Engineer in Charge,Wusih Teleghone Company,NA,enterprise,PRIV,COM,business,business: company,Wuxi,Jiangsu,Other,Jiangnan,S3
imh-11-315,POST-US,consulting-professional,O6,Mid-level,L3,1916,3,1916,NA,NA,other,Medical Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Changsha,Hunan,Other,Central,C1
imh-11-219,POST-US,consulting-professional,O6,Mid-level,L3,1917,7,NA,NA,NA,other,Legal Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Hankou,Hubei,Other,Central,C1
imh-11-141,POST-US,consulting-professional,O6,Mid-level,L3,1916,4,1916,NA,NA,other,Dental Practitioner,"Private practice (Peking, Tientsin)",NA,professional,PRIV,PROF,business,business: professional practice,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-321,POST-US,consulting-professional,O6,Mid-level,L3,1910,2,1910,NA,NA,other,Medical Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Hongkong,Hongkong,Abroad,Asia-Pacific,O2
imh-11-61,POST-US,consulting-professional,O6,Mid-level,L3,1914,1,1914,NA,NA,other,Medical Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Hongkong,Hongkong,Abroad,Asia-Pacific,O2
imh-11-268,POST-US,consulting-professional,O6,Senior,L4,1917,3,1917,NA,NA,consulting,Attorney and Counselor at Law,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-34,POST-US,consulting-professional,O6,Mid-level,L3,1916,3,1916,NA,NA,other,Legal Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-362,POST-US,consulting-professional,O6,Mid-level,L3,1913,1,1913,NA,NA,other,Medical Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-97,POST-US,consulting-professional,O6,Mid-level,L3,1915,1,1915,NA,1915,other,Medical Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-156,POST-US,consulting-professional,O6,Mid-level,L3,1906,1,NA,NA,NA,other,Dental Practitioner,Private practice,NA,professional,PRIV,PROF,business,business: professional practice,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-239,POST-US,consulting-professional,O6,Senior,L4,1916,6,NA,NA,NA,consulting,Attorney and Counselor at Law,NA,NA,professional,PRIV,PROF,business,business: professional practice,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-24,POST-US,academic,O1,Mid-level,L3,1912,2,1912,NA,1914,academic,Teacher,McTyeire School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-24,POST-US,academic,O1,Junior,L2,1914,3,1914,NA,NA,academic,Assistant Principal,McTyeire School,Primary Department,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-24,POST-US,academic,O1,Executive,L5,1915,4,1915,NA,NA,academic,Principal,McTyeire School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-25,POST-US,academic,O1,Junior,L2,1911,1,1911,NA,NA,academic,Instructor in Music,Eliza Yates School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-25,POST-US,academic,O1,Junior,L2,1912,2,1912,NA,NA,academic,Instructor in Music,McTyeire School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-269,POST-US,academic,O1,Mid-level,L3,1916,2,1915,NA,NA,academic,Teacher,Chi-Shou Girls' School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-272,POST-US,academic,O1,Mid-level,L3,1902,1,1907,NA,1907,academic,Teacher,McTyeire School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-272,POST-US,academic,O1,Mid-level,L3,1911,2,1911,NA,1912,academic,Teacher in Science,McTyeire School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-73,POST-US,academic,O1,Senior,L4,1914,1,1913,NA,NA,academic,Professor,Chi-Shou Girls' School,NA,education,EDU,EDU,education,education: girls,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-337,POST-US,academic,O1,Mid-level,L3,1913,3,1912,NA,1913,academic,Teacher,Anhui Provincial College,NA,education,EDU,EDU,education,education: higher,Anqing,Anhui,Other,Central,C1
imh-11-79,POST-US,academic,O1,Junior,L2,1912,1,1912,NA,1913,academic,Instructor in Science,Anhui Provincial College,NA,education,EDU,EDU,education,education: higher,Anqing,Anhui,Other,Central,C1
imh-11-91,POST-US,academic,O1,Executive,L5,1915,2,1915,NA,NA,academic,Principal,Anking Agricultural College,NA,education,EDU,EDU,education,education: higher,Anqing,Anhui,Other,Central,C1
imh-11-170,POST-US,academic,O1,Junior,L2,1914,2,1914,NA,NA,academic,Instructor in English,Changsha Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-196,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Changsha Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-215,POST-US,academic,O1,Mid-level,L3,1915,1,1915,9,NA,academic,Teacher,Yale College,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-294,POST-US,academic,O1,Top Executive,L6,1916,2,1916,NA,NA,academic,President,Changsha Commercial College,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-309,POST-US,academic,O1,Executive,L5,1913,3,1913,NA,NA,academic,Dean,Changsha Institute of Technology,Department of Civil Engineering,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-318,POST-US,academic,O1,Mid-level,L3,1911,2,1911,NA,NA,academic,Teacher,Hunan Provincial College,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-81,POST-US,academic,O1,Senior,L4,1916,3,1916,NA,NA,academic,Professor of Chemistry,Changsha College of Communications,NA,education,EDU,EDU,education,education: higher,Changsha,Hunan,Other,Central,C1
imh-11-110,POST-US,academic,O1,Executive,L5,1917,3,1916,NA,NA,academic,Department Head,Hunan Government Teachers' College,Physics and Mathematics Department,education,EDU,EDU,education,education: higher,education: secondary,Hunan,Other,Central,C1
imh-11-146,POST-US,academic,O1,Junior,L2,1916,3,1916,NA,NA,academic,Instructor of Chemistry,Hunan-Yale College,Medical College,education,EDU,EDU,education,education: higher,education: secondary,Hunan,Other,Central,C1
imh-11-315,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,1916,academic,Teacher,Hunan-Yale College,NA,education,EDU,EDU,education,education: higher,education: secondary,Hunan,Other,Central,C1
imh-11-81,POST-US,academic,O1,Senior,L4,1914,1,1914,NA,1915,academic,Professor of Chemistry,Hunan Government Teachers' College,NA,education,EDU,EDU,education,education: higher,education: secondary,Hunan,Other,Central,C1
imh-11-109,POST-US,academic,O1,Executive,L5,1916,2,1916,NA,NA,academic,Dean,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Hankou,Hubei,Other,Central,C1
imh-11-271,POST-US,academic,O1,Executive,L5,1910,2,1910,NA,NA,academic,Dean,Hankow Commercial College,NA,education,EDU,EDU,education,education: higher,Hankou,Hubei,Other,Central,C1
imh-11-102,POST-US,academic,O1,Executive,L5,1912,1,1912,NA,1913,academic,Dean,Honan Provincial College,NA,education,EDU,EDU,education,education: higher,Kaifeng,Henan,Other,Central,C1
imh-11-166,POST-US,academic,O1,Mid-level,L3,1916,2,1917,NA,NA,academic,Teacher,Wuchang Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-166,POST-US,academic,O1,Senior,L4,1917,3,1917,NA,NA,academic,Proctor,Wuchang Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-213,POST-US,academic,O1,Senior,L4,1913,4,NA,NA,NA,academic,Professor of English and History,Wuchang College of Languages,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-213,POST-US,academic,O1,Senior,L4,1914,5,NA,NA,NA,academic,Professor of Chemistry,Boone University,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-213,POST-US,academic,O1,Mid-level,L3,1915,6,NA,NA,NA,academic,Teacher of English,Wuchang Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-308,POST-US,academic,O1,Top Executive,L6,1910,1,1910,NA,1911,academic,President,Wuchang Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-75,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Associate Librarian,Boone University,Boone University Library,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-77,POST-US,academic,O1,Senior,L4,1915,1,1915,NA,NA,academic,Professor of Chemistry,Wuchang Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-87,POST-US,academic,O1,Senior,L4,1911,1,1911,NA,NA,academic,Headmaster,Boone University,NA,education,EDU,EDU,education,education: higher,Wuchang,Hubei,Other,Central,C1
imh-11-312,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,1915,academic,Teacher,Szechuen Provincial College,NA,education,EDU,EDU,education,education: higher,Chengdu,Sichuan,Other,West,C2
imh-11-312,POST-US,academic,O1,Senior,L4,1915,2,1915,NA,NA,academic,Professor,Szechuen Institute of Technology,NA,education,EDU,EDU,education,education: higher,Chengdu,Sichuan,Other,West,C2
imh-11-312,POST-US,academic,O1,Executive,L5,1915,3,1915,NA,NA,academic,Dean,Szechuen Institute of Technology,Deparment of Mining and Metallurgy,education,EDU,EDU,education,education: higher,Chengdu,Sichuan,Other,West,C2
imh-11-288,POST-US,academic,O1,Senior,L4,1916,3,1916,NA,NA,academic,Professor of Mining and Metallurgy,Szechuen Institute of Technology,NA,education,EDU,EDU,education,education: higher,NA,Sichuan,Other,West,C2
imh-11-285,POST-US,academic,O1,Top Executive,L6,1908,2,1908,NA,1911,academic,President,Chihli Provincial College,NA,education,EDU,EDU,education,education: higher,Baoding,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-101,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,NA,academic,Teacher,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-103,POST-US,academic,O1,Top Executive,L6,1912,4,1912,NA,1913,academic,Vice-President and Dean,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-103,POST-US,academic,O1,Top Executive,L6,1913,5,1913,NA,NA,academic,President,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-104,POST-US,academic,O1,Senior,L4,1915,2,1915,NA,NA,academic,Professor of Sanitary Engineering,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-118,POST-US,academic,O1,Senior,L4,1909,1,1909,NA,1912,academic,Professor of Law,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-129,POST-US,consulting-professional,O6,Junior,L2,1916,1,1916,NA,NA,other,Associate College Physician,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-134,POST-US,academic,O1,Junior,L2,1916,2,1915,NA,NA,academic,Instructor,Peking Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-135,POST-US,academic,O1,Senior,L4,1914,5,1910,NA,NA,academic,Professor of Mathematics and Astronomy,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-138,POST-US,academic,O1,Mid-level,L3,1910,5,1910,NA,1917,academic,"Lecturer on History, Law and Political Science",Law and Political Science,Peking Government University,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-142,POST-US,academic,O1,Executive,L5,1912,2,1912,NA,NA,academic,Director,Peking Government University,Preparatory School,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-145,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,1916,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-151,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Surveyor,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-151,POST-US,academic,O1,Mid-level,L3,1915,2,1915,NA,NA,academic,Sanitary Engineer,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-152,POST-US,academic,O1,Executive,L5,1907,1,1907,NA,NA,academic,Director,Peking Government University,Department of Science,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-158,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-158,POST-US,academic,O1,Mid-level,L3,1917,2,1916,NA,NA,academic,Secretary,American Returned Students' Information Bureau,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-159,POST-US,academic,O1,Executive,L5,1911,1,1911,NA,1912,academic,Director,Peking Government University,Department of Agriculture Experiment Station,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-16,POST-US,academic,O1,Senior,L4,1915,2,1914,NA,NA,academic,Professor of Mining,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-171,POST-US,academic,O1,Senior,L4,1916,2,1915,NA,NA,academic,Professor of Commerce,Chung Hua University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-181,POST-US,academic,O1,Executive,L5,1912,2,1912,NA,1914,academic,Principal,Peking Agricultural College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-181,POST-US,academic,O1,Executive,L5,1915,3,1915,NA,NA,academic,Principal,Peking College of Agriculture and Forestry,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-182,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,1916,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-187,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,NA,academic,Teacher,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-188,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Chung Hua University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-199,POST-US,academic,O1,Senior,L4,1916,3,1916,NA,NA,academic,Professor of Law,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-203,POST-US,academic,O1,Mid-level,L3,1912,1,1912,9,NA,academic,Teacher,Peking Methodist University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-211,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,NA,academic,Teacher in Mathematics,Peking College of Finance,Department of Mathematics,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-223,POST-US,academic,O1,Senior,L4,1912,1,1912,11,NA,academic,Professor of Physics,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-224,POST-US,academic,O1,Senior,L4,1913,4,1913,NA,NA,academic,Professor,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-227,POST-US,academic,O1,Top Executive,L6,1910,3,1910,NA,1911,academic,President,Peking College of Communications,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-229,POST-US,academic,O1,Top Executive,L6,1909,2,1909,NA,1911,academic,President,Peking College of Finance,College of Finance,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-230,POST-US,academic,O1,Junior,L2,1915,2,1915,NA,1916,academic,Instructor in Sanitary Chemistry,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-231,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,NA,academic,Resident Architect,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-253,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-261,POST-US,academic,O1,Mid-level,L3,1916,3,1916,NA,NA,academic,Teacher,National Institute (Beijing),NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-261,POST-US,academic,O1,Mid-level,L3,1916,4,1916,NA,NA,academic,Teacher,Peking Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-266,POST-US,academic,O1,Mid-level,L3,1916,3,1916,NA,NA,academic,Teacher,Peking College of Law and Political Science,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-27,POST-US,academic,O1,Senior,L4,1913,1,1913,NA,NA,academic,Professor,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-270,POST-US,academic,O1,Mid-level,L3,1915,2,1915,NA,NA,academic,Teacher of Mathematics,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-275,POST-US,academic,O1,Junior,L2,1914,2,1914,NA,1915,academic,Instructor in English,Peking Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-286,POST-US,academic,O1,Mid-level,L3,1915,2,1915,NA,1916,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-289,POST-US,academic,O1,Mid-level,L3,1913,1,1913,NA,1914,academic,Lecturer in Agriculture,Peking Agricultural College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-289,POST-US,academic,O1,Senior,L4,1915,3,1913,NA,1917,academic,Professor of Biology,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-302,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-308,POST-US,academic,O1,Mid-level,L3,1915,5,1915,NA,NA,academic,Teacher and Translator,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-318,POST-US,academic,O1,Top Executive,L6,1913,4,1913,NA,NA,academic,Vice-President,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-327,POST-US,academic,O1,Executive,L5,1913,4,1911,NA,1913,academic,Director,Peking Agricultural College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-341,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-343,POST-US,academic,O1,Mid-level,L3,1916,2,1916,NA,NA,academic,Teacher,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-370,POST-US,academic,O1,Senior,L4,1911,2,1911,NA,NA,academic,Professor of Finance,Peking College of Finance,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-371,POST-US,academic,O1,Junior,L2,1911,1,1912,NA,NA,academic,Instructor,Peking College of Communications,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-372,POST-US,academic,O1,Senior,L4,1915,6,NA,NA,NA,academic,Academician,Hanlin Academy,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-384,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,NA,academic,Teacher,Peking College of Communications,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-40,POST-US,academic,O1,Senior,L4,1911,2,1910,NA,NA,academic,Professor of English and Economics,Imperial College of Finance,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-49,POST-US,academic,O1,Senior,L4,1914,1,1914,NA,NA,academic,Professor of Mining and Metallurgy,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-5,POST-US,academic,O1,Senior,L4,1914,2,1914,NA,NA,academic,Professor of Mathematics,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-55,POST-US,academic,O1,Junior,L2,1916,4,1916,NA,NA,academic,Instructor,Peking College of Communications,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-6,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Secretary,Secretary for Returned Students,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-62,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,NA,academic,Registrar,Tsing Hua College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-74,POST-US,consulting-professional,O6,Mid-level,L3,1917,5,1917,NA,NA,other,Physician,Union Medical Hospital,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-8,POST-US,academic,O1,Senior,L4,1908,3,1908,NA,NA,academic,Academician,Hanlin Academy,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-8,POST-US,academic,O1,Executive,L5,1915,6,1915,NA,NA,academic,Dean,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
